Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
147,Ben Chiarot,30,TOT,D,74,9,17,26,-14,48,3.3,7,2,0,1,15,1,1,143,6.3,1691,22:51,130,157,0,0,,chiarbe01
147,Ben Chiarot,30,MTL,D,54,7,11,18,-18,42,2.1,6,1,0,1,9,1,1,96,7.3,1272,23:34,91,110,0,0,,chiarbe01
147,Ben Chiarot,30,FLA,D,20,2,6,8,4,6,1.2,1,1,0,0,6,0,0,47,4.3,419,20:56,39,47,0,0,,chiarbe01
148,Alex Chiasson,31,VAN,RW,67,13,9,22,4,24,2.3,7,6,0,2,5,4,0,98,13.3,779,11:37,18,68,10,13,43.5,chiasal01
149,Yegor Chinakhov,20,CBJ,RW,62,7,7,14,-27,16,-0.3,6,1,0,1,7,0,0,98,7.1,775,12:30,16,50,0,6,0.0,chinaye01
150,Declan Chisholm,22,WPG,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,4,0.0,26,12:57,1,1,0,0,,chishde01
151,Sasha Chmelevski,22,SJS,C,19,0,8,8,2,4,0.5,0,0,0,0,8,0,0,31,0.0,251,13:11,4,20,31,48,39.2,chmelal01
152,Dennis Cholowski,23,TOT,D,11,0,3,3,-3,2,0.2,0,0,0,0,3,0,0,11,0.0,174,15:49,13,5,0,0,,cholode01
152,Dennis Cholowski,23,WSH,D,7,0,1,1,-4,2,-0.1,0,0,0,0,1,0,0,3,0.0,95,13:35,9,3,0,0,,cholode01
152,Dennis Cholowski,23,SEA,D,4,0,2,2,1,0,0.4,0,0,0,0,2,0,0,8,0.0,79,19:43,4,2,0,0,,cholode01
153,Jake Christiansen,22,CBJ,D,8,1,0,1,1,0,0.3,1,0,0,0,0,0,0,4,25.0,78,9:46,6,9,0,0,,chrisja01
154,Jakob Chychrun,23,ARI,D,47,7,14,21,-20,47,2.4,6,1,0,2,14,0,0,141,5.0,1081,23:00,66,51,0,0,,chychja01
155,Filip Chytil,22,NYR,C,67,8,14,22,-1,14,1.5,8,0,0,1,13,1,0,135,5.9,883,13:11,27,24,135,176,43.4,chytifi01
156,Anthony Cirelli,24,TBL,C,76,17,26,43,15,70,3.9,13,3,1,4,21,5,0,146,11.6,1392,18:19,67,75,441,507,46.5,cirelan01
157,Casey Cizikas,30,NYI,C,74,10,6,16,-3,48,1.0,9,0,1,3,6,0,0,91,11.0,1017,13:45,43,138,534,427,55.6,cizikca01
158,Fredrik Claesson,29,TBL,D,9,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,89,9:52,6,12,0,0,,claesfr01
159,Kale Clague,23,TOT,D,36,2,8,10,-10,20,1.0,2,0,0,0,5,3,0,26,7.7,603,16:44,23,14,0,0,,claguka01
159,Kale Clague,23,MTL,D,25,2,3,5,-8,18,0.4,2,0,0,0,3,0,0,20,10.0,406,16:15,14,14,0,0,,claguka01
159,Kale Clague,23,LAK,D,11,0,5,5,-2,2,0.5,0,0,0,0,2,3,0,6,0.0,196,17:50,9,0,0,0,,claguka01
160,Kyle Clifford,31,TOT,LW,25,1,3,4,-5,31,-0.1,1,0,0,0,3,0,0,29,3.4,220,8:48,5,50,3,4,42.9,cliffky01
160,Kyle Clifford,31,TOR,LW,23,1,2,3,-4,31,-0.1,1,0,0,0,2,0,0,24,4.2,198,8:35,5,48,2,4,33.3,cliffky01
160,Kyle Clifford,31,STL,LW,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,5,0.0,22,11:13,0,2,1,0,100.0,cliffky01
161,Connor Clifton,26,BOS,D,60,2,8,10,-2,32,2.1,2,0,0,0,8,0,0,80,2.5,964,16:04,62,156,0,0,,cliftco01
162,Cal Clutterbuck,34,NYI,RW,59,6,9,15,-6,10,0.7,5,0,1,1,9,0,0,74,8.1,828,14:03,23,229,11,4,73.3,cluttca01
163,Dylan Coghlan,23,VEG,D,59,3,10,13,-5,18,1.8,1,2,0,1,8,2,0,108,2.8,838,14:12,61,62,0,0,,coghldy01
164,Andrew Cogliano,34,TOT,LW,74,4,12,16,-18,20,0.0,3,0,1,0,11,0,1,75,5.3,938,12:40,31,104,8,13,38.1,coglian01
164,Andrew Cogliano,34,SJS,LW,56,4,11,15,-16,12,0.3,3,0,1,0,10,0,1,58,6.9,739,13:12,21,82,8,12,40.0,coglian01
164,Andrew Cogliano,34,COL,LW,18,0,1,1,-2,8,-0.4,0,0,0,0,1,0,0,17,0.0,198,11:01,10,22,0,1,0.0,coglian01
165,Ian Cole,32,CAR,D,75,2,17,19,15,83,4.4,2,0,0,1,16,0,1,77,2.6,1286,17:09,104,110,0,0,,coleia01
166,Blake Coleman,30,CGY,C,81,16,17,33,16,60,3.2,15,0,1,2,16,0,1,212,7.5,1200,14:49,44,163,2,17,10.5,colembl01
167,Ross Colton,25,TBL,C,79,22,17,39,4,24,4.2,21,1,0,4,13,4,0,159,13.8,1011,12:48,36,153,303,278,52.2,coltoro01
168,Blake Comeau,35,DAL,RW,6,1,0,1,-1,4,0.1,1,0,0,0,0,0,0,2,50.0,69,11:28,3,13,1,0,100.0,comeabl01
169,J.T. Compher,26,COL,LW,70,18,15,33,6,25,2.9,13,4,1,0,13,2,0,102,17.6,1143,16:19,55,31,338,319,51.4,comphj.01
170,Max Comtois,23,ANA,LW,52,6,10,16,-17,46,0.4,6,0,0,0,8,2,0,72,8.3,735,14:08,17,111,22,24,47.8,comtoma01
171,Kevin Connauton,31,TOT,D,39,1,2,3,-3,4,0.5,1,0,0,0,2,0,0,30,3.3,510,13:05,32,74,0,0,,connake01
171,Kevin Connauton,31,PHI,D,26,1,2,3,-7,2,0.2,1,0,0,0,2,0,0,16,6.3,354,13:36,23,46,0,0,,connake01
171,Kevin Connauton,31,FLA,D,13,0,0,0,4,2,0.3,0,0,0,0,0,0,0,14,0.0,156,12:01,9,28,0,0,,connake01
172,Brett Connolly,29,CHI,RW,9,0,1,1,-3,15,-0.1,0,0,0,0,1,0,0,6,0.0,76,8:24,3,7,0,0,,connobr01
173,Kyle Connor,25,WPG,LW,79,47,46,93,-3,4,10.6,36,8,3,9,26,20,0,317,14.8,1720,21:47,23,32,1,6,14.3,connoky01
174,Andrew Copp,27,TOT,C,72,21,32,53,15,16,5.4,16,3,2,5,24,7,1,183,11.5,1381,19:11,41,45,377,332,53.2,coppan01
174,Andrew Copp,27,WPG,C,56,13,22,35,2,8,2.9,9,3,1,3,15,6,1,151,8.6,1109,19:48,36,35,312,266,54.0,coppan01
174,Andrew Copp,27,NYR,C,16,8,10,18,13,8,2.6,7,0,1,2,9,1,0,32,25.0,272,17:01,5,10,65,66,49.6,coppan01
175,Paul Cotter,22,VEG,C,7,2,0,2,1,6,0.3,2,0,0,0,0,0,0,11,18.2,62,8:49,1,17,0,1,0.0,cottepa01
176,Nick Cousins,28,NSH,C,68,9,13,22,-8,31,1.2,6,3,0,1,12,1,0,103,8.7,848,12:28,28,66,23,26,46.9,cousini01
177,Logan Couture,32,SJS,C,77,23,33,56,-11,18,5.4,16,5,2,3,20,12,1,199,11.6,1458,18:56,58,92,621,654,48.7,coutulo01
178,Sean Couturier,29,PHI,C,29,6,11,17,-6,14,1.2,4,2,0,2,7,3,1,79,7.6,591,20:24,18,22,238,190,55.6,coutuse01
179,Charlie Coyle,29,BOS,C,82,16,28,44,-6,32,3.4,13,3,0,5,21,6,1,131,12.2,1427,17:24,39,84,540,560,49.1,coylech01
180,Dylan Cozens,20,BUF,C,79,13,25,38,-19,55,2.4,11,2,0,1,17,7,1,160,8.1,1256,15:54,22,35,383,457,45.6,cozendy01
181,Joseph Cramarossa,29,MIN,C,1,0,1,1,0,2,0.1,0,0,0,0,1,0,0,1,0.0,7,6:55,0,1,0,0,,cramajo01
182,Kyle Criscuolo,29,DET,C,6,0,2,2,1,2,0.1,0,0,0,0,2,0,0,5,0.0,57,9:33,1,6,4,9,30.8,criscky01
183,Sidney Crosby,34,PIT,C,69,31,53,84,19,32,9.4,23,8,0,9,31,22,0,208,14.9,1378,19:58,37,50,760,690,52.4,crosbsi01
184,Lawson Crouse,24,ARI,LW,65,20,14,34,-9,52,3.0,16,3,1,4,10,4,0,131,15.3,1133,17:26,36,181,16,32,33.3,crousla01
185,Austin Czarnik,29,TOT,C,17,2,5,7,5,0,0.8,2,0,0,0,5,0,0,14,14.3,185,10:54,7,3,23,36,39.0,czarnau01
185,Austin Czarnik,29,NYI,C,11,2,3,5,5,0,0.7,2,0,0,0,3,0,0,9,22.2,121,10:57,5,2,23,35,39.7,czarnau01
185,Austin Czarnik,29,SEA,C,6,0,2,2,0,0,0.1,0,0,0,0,2,0,0,5,0.0,65,10:48,2,1,0,1,0.0,czarnau01
186,Kirby Dach,21,CHI,C,70,9,17,26,-18,43,0.9,7,2,0,0,12,4,1,116,7.8,1263,18:03,44,49,179,366,32.8,dachki01
187,Evgenii Dadonov,32,VEG,RW,78,20,23,43,4,18,4.2,15,5,0,4,20,3,0,177,11.3,1234,15:49,25,65,1,4,20.0,dadonev01
188,Jonathan Dahlen,24,SJS,C,61,12,10,22,-25,12,1.3,9,3,0,2,6,4,0,105,11.4,841,13:48,34,16,0,1,0.0,dahlejo01
189,Rasmus Dahlin,21,BUF,D,80,13,40,53,-22,68,7.1,10,3,0,3,21,18,1,170,7.6,1921,24:01,91,121,0,0,,dahlira01
190,Carl Dahlstrom,27,TOR,D,3,0,2,2,2,2,0.4,0,0,0,0,2,0,0,4,0.0,41,13:39,2,1,0,0,,dahlsca01
191,Michael Dal Colle,25,NYI,LW,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,15,14:34,0,0,0,0,,dalcomi01
192,Zac Dalpe,32,FLA,RW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,6,6:08,1,2,1,3,25.0,dalpeza01
193,Riley Damiani,21,DAL,C,7,1,1,2,0,2,0.2,1,0,0,0,1,0,0,10,10.0,60,8:32,0,4,7,7,50.0,damiari01
194,Phillip Danault,28,LAK,C,79,27,24,51,14,38,6.1,25,2,0,5,19,2,3,194,13.9,1432,18:08,49,74,676,586,53.6,danauph01
195,Justin Danforth,28,CBJ,RW,45,10,4,14,-5,10,1.1,10,0,0,1,3,1,0,72,13.9,566,12:34,22,85,107,92,53.8,danfoju01
196,Laurent Dauphin,26,MTL,C,38,4,8,12,-10,25,0.4,4,0,0,0,8,0,0,50,8.0,505,13:18,27,31,104,143,42.1,dauphla01
197,Jeremy Davies,25,NSH,D,6,0,2,2,-5,2,-0.1,0,0,0,0,2,0,0,5,0.0,74,12:15,1,5,0,0,,davieje01
198,Sean Day,24,TBL,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,21,10:43,2,4,0,0,,dayse01
199,Calvin de Haan,30,CHI,D,69,4,4,8,-21,33,1.4,4,0,0,0,4,0,0,107,3.7,1308,18:57,172,146,0,0,,dehaaca01
200,Chase De Leo,26,NJD,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,16,8:09,0,5,0,2,0.0,deleoch01
201,Anthony DeAngelo,26,CAR,D,64,10,41,51,30,56,9.3,8,2,0,2,23,18,0,151,6.6,1268,19:49,59,41,0,0,,deangan01
202,Alex DeBrincat,24,CHI,RW,82,41,37,78,-13,19,8.4,27,14,0,6,23,14,0,270,15.2,1710,20:51,35,101,24,40,37.5,debrial01
203,Jake DeBrusk,25,BOS,LW,77,25,17,42,6,10,4.9,22,3,0,8,16,1,0,184,13.6,1158,15:02,25,62,10,12,45.5,debruja01
204,Danny DeKeyser,31,DET,D,59,0,11,11,-8,26,1.5,0,0,0,0,11,0,0,57,0.0,1092,18:30,102,49,0,0,,dekeyda01
205,Michael Del Zotto,31,OTT,D,26,3,10,13,-4,4,1.9,2,1,0,0,9,1,0,35,8.6,475,18:15,34,42,0,0,,delzomi01
206,Ty Dellandrea,21,DAL,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,10:37,0,3,1,2,33.3,dellaty01
207,Dylan DeMelo,28,WPG,D,76,1,12,13,10,28,3.1,0,0,1,0,11,0,1,78,1.3,1406,18:30,108,113,0,0,,demeldy01
208,Grigori Denisenko,21,FLA,LW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,16,15:30,2,1,0,0,,denisgr01
209,Travis Dermott,25,TOT,D,60,2,5,7,9,14,2.1,2,0,0,1,5,0,0,46,4.3,920,15:20,46,55,0,0,,dermotr01
209,Travis Dermott,25,TOR,D,43,1,4,5,4,14,1.1,1,0,0,1,4,0,0,37,2.7,633,14:43,28,43,0,0,,dermotr01
209,Travis Dermott,25,VAN,D,17,1,1,2,5,0,0.9,1,0,0,0,1,0,0,9,11.1,287,16:54,18,12,0,0,,dermotr01
210,Nicolas Deslauriers,30,TOT,LW,81,8,5,13,-11,113,0.2,7,0,1,1,5,0,0,90,8.9,921,11:22,49,263,1,3,25.0,deslani01
210,Nicolas Deslauriers,30,ANA,LW,61,5,5,10,-9,90,0.1,4,0,1,0,5,0,0,72,6.9,710,11:38,34,210,1,3,25.0,deslani01
210,Nicolas Deslauriers,30,MIN,LW,20,3,0,3,-2,23,0.1,3,0,0,1,0,0,0,18,16.7,211,10:32,15,53,0,0,,deslani01
211,Connor Dewar,22,MIN,C,35,2,4,6,-4,25,-0.1,2,0,0,1,3,1,0,44,4.5,346,9:54,22,48,62,71,46.6,dewarco01
212,Jason Dickinson,26,VAN,C,62,5,6,11,-1,19,0.2,5,0,0,0,6,0,0,66,7.6,809,13:03,43,101,123,166,42.6,dickija01
213,Brenden Dillon,31,WPG,D,79,3,17,20,16,67,4.5,3,0,0,0,17,0,0,85,3.5,1488,18:50,108,212,0,0,,dillobr01
214,Cam Dineen,23,ARI,D,34,0,7,7,-16,4,0.1,0,0,0,0,7,0,0,52,0.0,532,15:38,44,22,0,0,,dineeca01
215,Noah Dobson,22,NYI,D,80,13,38,51,-3,18,8.3,10,3,0,4,19,19,0,190,6.8,1717,21:28,154,78,0,0,,dobsono01
216,Max Domi,26,TOT,LW,72,11,28,39,10,55,3.6,11,0,0,1,24,4,0,104,10.6,939,13:02,9,24,39,47,45.3,domima01
216,Max Domi,26,CBJ,LW,53,9,23,32,2,37,2.8,9,0,0,0,19,4,0,77,11.7,711,13:25,7,15,11,12,47.8,domima01
216,Max Domi,26,CAR,LW,19,2,5,7,8,18,0.8,2,0,0,1,5,0,0,27,7.4,228,11:59,2,9,28,35,44.4,domima01
217,Ryan Donato,25,SEA,C,74,16,15,31,-13,40,2.6,15,1,0,2,15,0,0,159,10.1,1021,13:48,17,70,15,23,39.5,donatry01
218,Joonas Donskoi,29,SEA,RW,75,2,20,22,-10,14,0.4,2,0,0,0,16,3,1,89,2.2,1113,14:50,31,36,5,9,35.7,donskjo01
219,Pavel Dorofeyev,21,VEG,LW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,13,6:30,1,0,0,0,,dorofpa01
220,Drew Doughty,32,LAK,D,39,7,24,31,4,30,5.1,3,4,0,1,15,9,0,99,7.1,1004,25:44,53,60,0,0,,doughdr01
221,Nic Dowd,31,WSH,C,64,10,14,24,10,44,2.2,9,0,1,0,13,1,0,90,11.1,913,14:16,53,139,506,437,53.7,dowdni01
222,Justin Dowling,31,VAN,C,22,2,2,4,-3,2,0.1,2,0,0,0,2,0,0,17,11.8,211,9:35,9,10,21,19,52.5,dowliju01
223,Leon Draisaitl,26,EDM,C,80,55,55,110,17,40,13.3,30,24,1,11,38,17,0,278,19.8,1788,22:21,25,53,887,774,53.4,draisle01
224,Hunter Drew,23,ANA,D,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,20,9:52,0,5,0,0,,drewhu01
225,Sheldon Dries,27,VAN,C,11,2,1,3,-3,0,0.2,1,1,0,1,1,0,0,17,11.8,113,10:18,6,9,7,14,33.3,driessh01
226,Jonathan Drouin,26,MTL,LW,34,6,14,20,-9,23,1.3,6,0,0,0,10,4,0,62,9.7,581,17:06,11,27,31,35,47.0,drouijo01
227,Jack Drury,21,CAR,C,2,2,0,2,3,2,0.4,2,0,0,0,0,0,0,6,33.3,32,15:58,2,4,12,3,80.0,druryja01
228,Jamie Drysdale,19,ANA,D,81,4,28,32,-26,16,3.6,4,0,0,1,16,12,0,137,2.9,1610,19:53,72,40,0,0,,drysdja01
229,Dillon Dube,23,CGY,C,79,18,14,32,1,20,3.1,15,2,1,1,11,1,2,143,12.6,1014,12:50,15,87,92,102,47.4,dubedi01
230,Pierre-Luc Dubois,23,WPG,LW,81,28,32,60,-6,106,5.8,13,15,0,6,28,4,0,233,12.0,1533,18:55,43,112,532,603,46.9,duboipi01
231,Matt Duchene,31,NSH,C,78,43,43,86,6,38,10.0,27,16,0,6,30,13,0,228,18.9,1483,19:01,28,31,119,101,54.1,duchema01
232,Anthony Duclair,26,FLA,LW,74,31,27,58,19,30,6.9,22,9,0,5,15,12,0,167,18.6,1110,15:00,16,38,1,1,50.0,duclaan01
233,Walker Duehr,24,CGY,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:47,0,0,0,0,,duehrwa01
234,Brandon Duhaime,24,MIN,RW,80,6,11,17,-2,122,0.4,6,0,0,1,11,0,0,91,6.6,817,10:13,18,201,8,20,28.6,duhaibr01
235,Mathew Dumba,27,MIN,D,57,7,20,27,9,47,3.9,6,1,0,1,16,4,0,116,6.0,1317,23:06,84,114,0,0,,dumbama01
236,Brian Dumoulin,30,PIT,D,76,3,15,18,24,24,5.2,3,0,0,0,15,0,0,91,3.3,1658,21:49,139,88,0,0,,dumoubr01
237,Vince Dunn,25,SEA,D,73,7,28,35,-21,63,4.1,5,2,0,0,19,9,0,121,5.8,1509,20:41,82,76,0,0,,dunnvi02
238,Sean Durzi,23,LAK,D,64,3,24,27,-9,55,3.6,1,2,0,0,10,13,1,119,2.5,1254,19:36,121,74,0,0,,durzise01
239,Christian Dvorak,25,MTL,C,56,11,22,33,-19,24,2.0,10,1,0,1,18,4,0,87,12.6,973,17:22,52,32,548,419,56.7,dvorach01
240,Ryan Dzingel,29,TOT,C,32,5,3,8,-5,35,0.4,5,0,0,1,3,0,0,32,15.6,439,13:43,9,20,65,88,42.5,dzingry01
240,Ryan Dzingel,29,ARI,C,26,4,3,7,-3,35,0.4,4,0,0,1,3,0,0,23,17.4,341,13:07,6,15,65,86,43.0,dzingry01
240,Ryan Dzingel,29,SJS,C,6,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,9,11.1,98,16:17,3,5,0,2,0.0,dzingry01
241,Cody Eakin,30,BUF,C,69,4,8,12,-15,22,-0.4,3,1,0,1,6,1,1,74,5.4,938,13:35,29,33,482,378,56.0,eakinco01
242,Jordan Eberle,31,SEA,RW,79,21,23,44,-28,14,3.2,17,4,0,2,18,5,0,164,12.8,1418,17:57,40,48,6,14,30.0,eberljo01
243,Alexander Edler,35,LAK,D,41,3,16,19,18,34,4.3,3,0,0,1,15,0,1,54,5.6,757,18:28,70,56,0,0,,edleral01
244,Joel Edmundson,28,MTL,D,24,3,3,6,-1,35,1.2,3,0,0,0,3,0,0,32,9.4,470,19:35,45,61,0,0,,edmunjo01
245,Nikolaj Ehlers,25,WPG,LW,62,28,27,55,18,20,6.8,24,4,0,2,22,5,0,245,11.4,1120,18:04,27,32,2,1,66.7,ehlerni01
246,Jack Eichel,25,VEG,C,34,14,11,25,3,10,2.8,11,3,0,2,6,5,0,133,10.5,659,19:24,35,45,184,195,48.5,eicheja01
247,Aaron Ekblad,25,FLA,D,61,15,42,57,38,26,9.5,12,3,0,2,22,17,3,180,8.3,1520,24:55,69,62,0,0,,ekblaaa01
248,Mattias Ekholm,31,NSH,D,76,6,25,31,14,44,6.0,6,0,0,1,20,4,1,145,4.1,1784,23:29,96,79,0,0,,ekholma01
249,William Eklund,19,SJS,LW,9,0,4,4,-3,2,0.1,0,0,0,0,1,3,0,8,0.0,129,14:20,4,4,3,5,37.5,eklunwi01
250,Oliver Ekman-Larsson,30,VAN,D,79,5,24,29,5,52,5.5,2,3,0,1,17,7,0,168,3.0,1763,22:19,79,105,0,0,,ekmanol01
251,Remi Elie,26,TBL,LW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,11,10:57,0,3,0,0,,eliere01
252,Lars Eller,32,WSH,C,72,13,18,31,-4,40,2.2,13,0,0,2,16,2,0,116,11.2,1161,16:07,36,95,510,521,49.5,ellerla01
253,Ryan Ellis,31,PHI,D,4,1,4,5,2,0,0.8,1,0,0,0,2,2,0,6,16.7,91,22:48,6,1,0,0,,ellisry01
254,Turner Elson,29,DET,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,27,13:23,1,3,0,0,,elsontu01
255,Pierre Engvall,25,TOR,LW,78,15,20,35,13,30,3.3,12,1,2,3,17,2,1,154,9.7,1036,13:17,12,66,29,40,42.0,engvapi01
256,Tyler Ennis,32,OTT,C,57,8,16,24,-6,16,1.9,7,1,0,1,13,3,0,89,9.0,715,12:33,24,70,20,9,69.0,ennisty01
257,Mackenzie Entwistle,22,CHI,RW,55,5,7,12,-16,23,0.2,4,0,1,0,7,0,0,34,14.7,563,10:15,22,129,18,27,40.0,entwima01
258,Loui Eriksson,36,ARI,LW,73,3,16,19,-18,6,-0.1,2,0,1,0,15,1,0,81,3.7,943,12:55,23,17,20,16,55.6,erikslo01
259,Joel Eriksson Ek,25,MIN,C,77,26,23,49,16,28,4.8,14,12,0,3,18,5,0,223,11.7,1431,18:35,44,138,697,768,47.6,eriksjo02
260,Adam Erne,26,DET,LW,79,6,13,19,-22,34,-0.1,6,0,0,1,13,0,0,108,5.6,1057,13:23,43,161,34,31,52.3,ernead01
261,Jake Evans,25,MTL,C,72,13,16,29,-5,22,2.1,13,0,0,0,15,0,1,124,10.5,1123,15:36,37,88,461,465,49.8,evansja02
262,Michael Eyssimont,25,WPG,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,6,5:49,0,0,0,0,,eyssimi01
263,Robby Fabbri,26,DET,C,56,17,13,30,-23,35,2.2,11,6,0,1,11,2,0,123,13.8,970,17:20,19,86,54,55,49.5,fabbrro01
264,Dante Fabbro,23,NSH,D,66,3,21,24,13,24,4.5,3,0,0,0,21,0,0,88,3.4,1257,19:03,105,69,0,0,,fabbrda01
265,Samuel Fagemo,21,LAK,LW,4,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,5,0.0,55,13:43,3,2,0,0,,fagemsa01
266,Radek Faksa,28,DAL,C,77,5,14,19,-20,52,-0.2,3,1,1,1,13,0,1,89,5.6,1214,15:46,68,129,383,312,55.1,faksara01
267,Joel Farabee,21,PHI,LW,63,17,17,34,-11,50,2.9,15,1,1,1,15,2,0,119,14.3,1108,17:35,38,73,41,102,28.7,farabjo01
268,Hudson Fasching,26,ARI,RW,11,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,3,0.0,109,9:53,6,16,1,0,100.0,faschhu01
269,Jesper Fast,30,CAR,RW,82,14,20,34,24,4,3.5,13,1,0,1,18,1,1,97,14.4,1214,14:49,36,109,12,17,41.4,fastje01
270,Justin Faulk,29,STL,D,76,16,31,47,41,43,9.8,15,1,0,6,25,6,0,167,9.6,1763,23:12,101,149,0,0,,faulkju01
271,Martin Fehervary,22,WSH,D,79,8,9,17,15,26,4.7,7,0,1,2,8,0,1,96,8.3,1553,19:39,117,251,0,0,,feherma01
272,Mario Ferraro,23,SJS,D,63,2,12,14,-5,16,3.5,2,0,0,1,12,0,0,49,4.1,1449,23:00,151,140,0,0,,ferrama01
273,Kevin Fiala,25,MIN,LW,82,33,52,85,23,52,9.2,27,5,1,7,40,12,0,262,12.6,1447,17:39,21,52,4,11,26.7,fialake01
274,Christian Fischer,24,ARI,RW,53,5,5,10,-15,14,-0.2,4,1,0,0,5,0,0,76,6.6,695,13:07,22,91,76,147,34.1,fischch01
275,Casey Fitzgerald,24,BUF,D,36,0,6,6,-19,36,-0.1,0,0,0,0,6,0,0,41,0.0,608,16:53,35,86,0,0,,fitzgca01
276,Trey Fix-Wolansky,22,CBJ,RW,6,1,1,2,-1,0,0.2,1,0,0,0,1,0,0,5,20.0,38,6:17,4,7,0,0,,fixwotr01
277,Cale Fleury,23,SEA,D,9,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,4,0.0,131,14:34,14,19,0,0,,fleurca01
278,Haydn Fleury,25,SEA,D,36,2,2,4,0,13,1.2,2,0,0,1,2,0,0,52,3.8,586,16:17,62,60,0,0,,fleurha01
279,Warren Foegele,25,EDM,LW,82,12,14,26,-9,24,1.5,10,2,0,3,13,1,0,142,8.5,1034,12:37,15,127,13,15,46.4,foegewa01
280,Steven Fogarty,28,BOS,C,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,21,10:18,0,0,7,10,41.2,fogarst01
281,Marcus Foligno,30,MIN,LW,74,23,19,42,25,112,4.6,18,5,0,3,17,2,0,98,23.5,1214,16:24,42,238,12,8,60.0,foligma01
282,Nick Foligno,34,BOS,LW,64,2,11,13,-13,61,-0.2,2,0,0,0,10,1,0,99,2.0,798,12:28,31,164,22,17,56.4,foligni01
283,Callan Foote,23,TBL,D,56,2,7,9,6,29,2.1,2,0,0,0,7,0,0,49,4.1,735,13:08,57,83,0,0,,footeca01
284,Nolan Foote,21,NJD,LW,7,3,1,4,3,0,0.7,3,0,0,0,1,0,0,10,30.0,73,10:22,1,8,0,3,0.0,footeno01
285,Derek Forbort,29,BOS,D,76,4,10,14,2,48,3.4,4,0,0,1,9,0,1,64,6.3,1376,18:07,100,133,0,0,,forbode01
286,Alex Formenton,22,OTT,LW,79,18,14,32,-13,59,2.7,13,0,5,1,13,0,1,162,11.1,1221,15:27,24,101,8,12,40.0,formeal01
287,Filip Forsberg,27,NSH,C,69,42,42,84,12,22,10.3,32,10,0,8,25,17,0,226,18.6,1249,18:06,48,112,1,0,100.0,forsbfi01
288,Gustav Forsling,25,FLA,D,71,10,27,37,41,18,7.3,10,0,0,1,27,0,0,145,6.9,1507,21:13,86,45,0,0,,forslgu02
289,Gabriel Fortier,21,TBL,LW,10,1,0,1,-2,4,0.0,1,0,0,0,0,0,0,14,7.1,93,9:17,5,24,1,0,100.0,fortiga01
290,Liam Foudy,21,CBJ,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,11:51,0,1,0,0,,foudyli01
291,Cam Fowler,30,ANA,D,76,9,33,42,-9,14,6.6,3,6,0,1,21,12,0,124,7.3,1856,24:25,116,37,0,0,,fowleca01
292,Adam Fox,23,NYR,D,78,11,63,74,18,26,11.8,10,0,1,2,29,33,1,158,7.0,1865,23:54,128,30,0,0,,foxad01
293,Trent Frederic,23,BOS,C,60,8,10,18,10,57,1.8,8,0,0,1,10,0,0,100,8.0,699,11:39,22,119,35,54,39.3,fredetr01
294,Mark Friedman,26,PIT,D,26,1,4,5,1,23,0.9,1,0,0,1,4,0,0,27,3.7,345,13:17,25,27,0,0,,friedma01
295,Martin Frk,28,LAK,RW,6,2,0,2,-4,2,0.1,0,2,0,0,0,0,0,15,13.3,84,14:02,0,11,0,0,,frkma01
296,Jesper Froden,27,BOS,F,7,1,0,1,4,2,0.2,1,0,0,0,0,0,0,10,10.0,90,12:52,5,8,0,0,,frodeje01
297,Morgan Frost,22,PHI,C,55,5,11,16,-11,14,0.5,4,1,0,0,10,1,0,85,5.9,766,13:55,29,44,226,241,48.4,frostmo01
298,Kurtis Gabriel,28,CHI,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,6:02,0,7,0,0,,gabriku01
