Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
453,Arthur Kaliyev,20,LAK,RW,80,14,13,27,-3,37,2.4,8,6,0,2,10,3,0,194,7.2,1012,12:39,12,31,0,0,,kaliyar01
454,Wyatt Kalynuk,24,CHI,D,5,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,1,0.0,60,12:00,0,9,0,0,,kalynwy01
455,David Kampf,27,TOR,C,82,11,15,26,12,20,1.6,9,0,2,1,13,0,2,102,10.8,1252,15:16,26,80,616,549,52.9,kampfda01
456,Evander Kane,30,EDM,LW,43,22,17,39,25,60,5.3,17,3,2,3,15,1,1,152,14.5,836,19:27,11,135,9,11,45.0,kaneev01
457,Patrick Kane,33,CHI,RW,78,26,66,92,-19,18,8.1,17,9,0,2,44,22,0,287,9.1,1702,21:49,26,11,4,4,50.0,kanepa01
458,Kasperi Kapanen,25,PIT,RW,79,11,21,32,2,16,2.3,11,0,0,2,16,5,0,129,8.5,1148,14:32,19,110,5,7,41.7,kapanka01
459,Kirill Kaprizov,24,MIN,LW,81,47,61,108,27,34,12.8,33,14,0,5,44,17,0,289,16.3,1548,19:06,29,73,5,4,55.6,kapriki01
460,Erik Karlsson,31,SJS,D,50,10,25,35,-14,14,5.2,10,0,0,2,15,10,0,117,8.5,1174,23:28,45,18,0,0,,karlser01
461,William Karlsson,29,VEG,C,67,12,23,35,3,10,2.6,9,1,2,0,21,2,0,135,8.9,1225,18:17,42,42,508,475,51.7,karlswi01
462,Fredrik Karlstrom,24,DAL,C,3,0,1,1,2,0,0.1,0,0,0,0,1,0,0,1,0.0,19,6:12,0,0,0,0,,karlsfr01
463,Ondrej Kase,26,TOR,RW,50,14,13,27,4,14,2.8,9,4,1,2,9,4,0,119,11.8,699,13:59,32,29,2,9,18.2,kaseon01
464,Zack Kassian,31,EDM,RW,58,6,13,19,2,63,1.3,4,2,0,1,13,0,0,58,10.3,684,11:47,6,154,3,4,42.9,kassiza01
465,Mark Kastelic,22,OTT,C,16,2,2,4,-1,14,0.3,2,0,0,1,2,0,0,11,18.2,147,9:11,10,51,70,50,58.3,kastema01
466,Boris Katchouk,23,TOT,LW,59,3,4,7,-7,39,-0.3,3,0,0,1,4,0,0,58,5.2,585,9:55,20,138,7,12,36.8,katchbo01
466,Boris Katchouk,23,TBL,LW,38,2,4,6,3,25,0.2,2,0,0,1,4,0,0,36,5.6,373,9:49,11,98,7,10,41.2,katchbo01
466,Boris Katchouk,23,CHI,LW,21,1,0,1,-10,14,-0.5,1,0,0,0,0,0,0,22,4.5,212,10:07,9,40,0,2,0.0,katchbo01
467,Martin Kaut,22,COL,RW,6,0,0,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,53,8:49,3,6,0,0,,kautma01
468,Joey Keane,22,CAR,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,14,13:38,0,1,0,0,,keanejo01
469,Duncan Keith,38,EDM,D,64,1,20,21,15,22,4.0,1,0,0,1,18,2,0,79,1.3,1263,19:44,114,22,0,0,,keithdu01
470,Clayton Keller,23,ARI,C,67,28,35,63,3,28,6.7,22,5,1,2,28,6,1,177,15.8,1349,20:08,31,17,29,39,42.6,kellecl01
471,Parker Kelly,22,OTT,F,41,7,5,12,-4,60,1.1,7,0,0,0,5,0,0,48,14.6,434,10:35,30,131,0,2,0.0,kellypa01
472,Adrian Kempe,25,LAK,LW,78,35,19,54,-2,46,6.5,26,6,3,7,9,10,0,247,14.2,1450,18:35,28,111,25,25,50.0,kempead01
473,Michal Kempny,31,WSH,D,15,1,1,2,-3,16,0.3,1,0,0,0,1,0,0,10,10.0,238,15:50,19,22,0,0,,kempnmi01
474,Alexander Kerfoot,27,TOR,C,82,13,38,51,19,20,4.5,13,0,0,1,34,1,3,117,11.1,1248,15:13,65,75,76,102,42.7,kerfoal01
475,Tanner Kero,29,DAL,RW,23,0,3,3,-5,0,-0.2,0,0,0,0,3,0,0,14,0.0,220,9:34,9,12,9,5,64.3,kerota01
476,Phil Kessel,34,ARI,RW,82,8,44,52,-24,40,2.7,6,2,0,0,32,12,0,175,4.6,1368,16:41,21,6,4,8,33.3,kesseph01
477,Jujhar Khaira,27,CHI,LW,27,3,0,3,-4,13,-0.1,3,0,0,0,0,0,0,32,9.4,367,13:36,14,88,53,48,52.5,khairju01
478,Matt Kiersted,23,FLA,D,10,1,1,2,-8,2,-0.3,1,0,0,0,1,0,0,11,9.1,140,14:03,17,10,0,0,,kiersma01
479,Alex Killorn,32,TBL,C,82,25,34,59,1,66,5.4,19,6,0,2,26,8,0,164,15.2,1533,18:42,26,88,2,10,16.7,killoal01
480,Bryce Kindopp,22,ANA,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,6,6:06,0,0,0,1,0.0,kindobr01
481,Joel Kiviranta,25,DAL,F,56,1,6,7,-6,10,-0.2,1,0,0,0,6,0,0,59,1.7,533,9:31,23,97,0,3,0.0,kivirjo01
482,John Klingberg,29,DAL,D,74,6,41,47,-28,34,5.4,5,1,0,2,22,19,0,139,4.3,1643,22:13,77,57,0,0,,klingjo01
483,Artemi Kniazev,21,SJS,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,12,11:59,0,1,0,0,,kniazar01
484,Slater Koekkoek,27,EDM,D,19,0,4,4,2,16,0.7,0,0,0,0,4,0,0,11,0.0,212,11:10,18,21,0,0,,koekksl01
485,Otto Koivula,23,NYI,LW,8,0,2,2,-2,0,0.0,0,0,0,0,2,0,0,8,0.0,86,10:45,4,8,22,30,42.3,koivuot01
486,Keegan Kolesar,24,VEG,RW,77,7,17,24,-6,68,1.1,5,1,1,0,17,0,0,94,7.4,974,12:39,46,246,76,112,40.4,koleske01
487,Vladislav Kolyachonok,20,ARI,D,32,1,2,3,0,6,0.9,1,0,0,0,2,0,0,24,4.2,507,15:51,36,39,0,0,,kolyavl01
488,Leo Komarov,35,NYI,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,11,10:50,0,3,1,0,100.0,komarle01
489,Travis Konecny,24,PHI,C,79,16,36,52,-23,77,3.8,13,3,0,3,29,7,0,220,7.3,1391,17:37,34,80,13,18,41.9,konectr01
490,Anze Kopitar,34,LAK,C,81,19,48,67,-6,14,5.7,13,6,0,4,31,16,1,210,9.0,1682,20:46,71,72,858,651,56.9,kopitan01
491,Kaedan Korczak,21,VEG,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,17,16:37,1,0,0,0,,korczka01
492,Klim Kostin,22,STL,C,40,4,5,9,-3,23,0.5,4,0,0,1,5,0,0,31,12.9,361,9:01,9,90,2,2,50.0,kostikl01
493,Jesperi Kotkaniemi,21,CAR,C,66,12,17,29,3,37,2.7,12,0,0,3,13,4,0,81,14.8,794,12:01,15,74,176,168,51.2,kotkaje01
494,Johnathan Kovacevic,24,WPG,D,4,0,0,0,1,2,0.1,0,0,0,0,0,0,0,7,0.0,43,10:49,3,0,0,0,,kovacjo01
495,Peyton Krebs,21,TOT,C,57,7,15,22,-26,22,0.6,7,0,0,2,5,10,0,56,12.5,831,14:35,8,25,61,112,35.3,krebspe01
495,Peyton Krebs,21,BUF,C,48,7,15,22,-20,20,1.1,7,0,0,2,5,10,0,46,15.2,708,14:45,5,19,58,107,35.2,krebspe01
495,Peyton Krebs,21,VEG,C,9,0,0,0,-6,2,-0.4,0,0,0,0,0,0,0,10,0.0,124,13:44,3,6,3,5,37.5,krebspe01
496,Chris Kreider,30,NYR,LW,81,52,25,77,19,24,10.8,23,26,3,11,16,9,0,258,20.2,1517,18:44,39,141,67,70,48.9,kreidch01
497,Torey Krug,30,STL,D,64,9,34,43,23,48,7.2,5,3,1,1,18,16,0,119,7.6,1316,20:34,70,53,0,0,,krugto01
498,Dominik Kubalík,26,CHI,LW,78,15,17,32,-16,16,2.3,12,3,0,0,11,6,0,161,9.3,1133,14:31,28,93,8,12,40.0,kubaldo01
499,Nikita Kucherov,28,TBL,RW,47,25,44,69,1,22,7.4,16,9,0,1,23,21,0,156,16.0,939,19:59,7,32,1,0,100.0,kucheni01
500,Karson Kuhlman,26,TOT,C,44,3,7,10,-2,6,0.4,3,0,0,0,7,0,0,68,4.4,524,11:54,20,71,0,2,0.0,kuhlmka01
500,Karson Kuhlman,26,SEA,C,25,2,6,8,-2,6,0.4,2,0,0,0,6,0,0,46,4.3,329,13:10,13,29,0,1,0.0,kuhlmka01
500,Karson Kuhlman,26,BOS,C,19,1,1,2,0,0,0.0,1,0,0,0,1,0,0,22,4.5,194,10:14,7,42,0,1,0.0,kuhlmka01
501,Dean Kukan,28,CBJ,D,41,3,8,11,-2,16,1.6,3,0,0,0,8,0,0,41,7.3,668,16:18,39,43,0,0,,kukande01
502,Brett Kulak,28,TOT,D,74,5,16,21,-4,45,3.2,5,0,0,0,15,0,1,92,5.4,1314,17:45,63,103,0,0,,kulakbr01
502,Brett Kulak,28,MTL,D,56,3,10,13,-10,33,1.6,3,0,0,0,9,0,1,63,4.8,1006,17:58,48,64,0,0,,kulakbr01
502,Brett Kulak,28,EDM,D,18,2,6,8,6,12,1.6,2,0,0,0,6,0,0,29,6.9,308,17:05,15,39,0,0,,kulakbr01
503,Dmitry Kulikov,31,MIN,D,80,7,17,24,23,39,4.7,7,0,0,2,17,0,0,74,9.5,1456,18:12,103,100,0,0,,kulikdm01
504,Luke Kunin,24,NSH,C,82,13,9,22,-11,99,1.0,13,0,0,0,7,2,0,125,10.4,1134,13:50,51,223,48,61,44.0,kuninlu01
505,Janne Kuokkanen,23,NJD,C,57,6,11,17,-10,10,0.6,4,1,1,1,11,0,0,64,9.4,769,13:29,22,33,2,14,12.5,kuokkja01
506,Rasmus Kupari,21,LAK,C,57,5,8,13,-5,18,0.6,3,1,1,1,6,2,0,51,9.8,673,11:48,17,68,129,174,42.6,kuparra01
507,Sean Kuraly,29,CBJ,C,77,14,16,30,2,61,2.2,14,0,0,0,14,1,1,121,11.6,1221,15:52,51,240,628,642,49.4,kuralse01
508,Philipp Kurashev,22,CHI,C,67,6,15,21,-16,12,0.8,4,2,0,1,12,3,0,86,7.0,861,12:51,30,31,51,70,42.1,kurasph01
509,Evgeny Kuznetsov,29,WSH,C,79,24,54,78,7,44,7.6,13,8,3,4,33,19,2,208,11.5,1602,20:17,25,42,507,659,43.5,kuzneev01
510,Oliver Kylington,24,CGY,D,73,9,22,31,34,14,7.2,8,1,0,2,20,2,0,138,6.5,1326,18:10,79,40,0,0,,kylinol01
511,Jordan Kyrou,23,STL,C,74,27,48,75,10,20,7.8,22,5,0,4,33,14,1,188,14.4,1227,16:35,23,6,6,9,40.0,kyroujo01
512,Kevin Labanc,26,SJS,RW,21,3,3,6,-4,6,0.4,1,2,0,1,1,2,0,36,8.3,279,13:17,9,28,0,1,0.0,labanke01
513,Tanner Laczynski,24,PHI,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,9:27,1,3,2,3,40.0,laczyta01
514,Andrew Ladd,36,ARI,LW,51,7,5,12,-20,47,-0.1,4,3,0,0,4,1,0,57,12.3,720,14:07,33,68,7,3,70.0,laddan01
515,Paul Ladue,29,NYI,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,12:47,1,2,0,0,,laduepa01
516,Sam Lafferty,26,TOT,C,56,5,8,13,-16,37,0.0,5,0,0,1,8,0,0,80,6.3,760,13:34,26,137,108,155,41.1,laffesa01
516,Sam Lafferty,26,CHI,C,46,5,6,11,-16,21,0.0,5,0,0,1,6,0,0,71,7.0,673,14:38,24,103,95,131,42.0,laffesa01
516,Sam Lafferty,26,PIT,C,10,0,2,2,0,16,0.0,0,0,0,0,2,0,0,9,0.0,87,8:43,2,34,13,24,35.1,laffesa01
517,Alexis Lafreniere,20,NYR,LW,79,19,12,31,2,37,3.2,19,0,0,4,10,2,0,110,17.3,1105,13:59,26,108,14,34,29.2,lafreal01
518,William Lagesson,25,TOT,D,33,0,5,5,3,13,1.0,0,0,0,0,5,0,0,33,0.0,415,12:35,20,40,0,0,,lageswi01
518,William Lagesson,25,EDM,D,30,0,4,4,1,13,0.7,0,0,0,0,4,0,0,32,0.0,370,12:20,16,39,0,0,,lageswi01
518,William Lagesson,25,MTL,D,3,0,1,1,2,0,0.3,0,0,0,0,1,0,0,1,0.0,45,15:04,4,1,0,0,,lageswi01
519,Patrik Laine,23,CBJ,RW,56,26,30,56,-7,24,5.8,21,5,0,7,21,9,0,167,15.6,1054,18:50,13,34,14,24,36.8,lainepa01
520,Maxime Lajoie,24,CAR,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,6,0.0,63,12:32,5,3,0,0,,lajoima01
521,Juho Lammikko,26,VAN,RW,75,7,8,15,-6,14,0.4,7,0,0,2,8,0,0,67,10.4,921,12:17,46,93,354,340,51.0,lammiju01
522,Gabriel Landeskog,29,COL,LW,51,30,29,59,27,78,7.5,23,7,0,5,21,8,0,150,20.0,1036,20:19,34,94,241,198,54.9,landega01
523,Hendrix Lapierre,19,WSH,C,6,1,0,1,2,2,0.2,1,0,0,0,0,0,0,7,14.3,58,9:35,2,1,6,17,26.1,lapiehe01
524,Dylan Larkin,25,DET,C,71,31,38,69,-18,47,6.8,25,6,0,4,30,7,1,212,14.6,1396,19:39,28,76,630,574,52.3,larkidy01
525,Adam Larsson,29,SEA,D,82,8,17,25,-23,55,3.5,8,0,0,3,16,1,0,119,6.7,1827,22:17,140,183,0,0,,larssad01
526,Jacob Larsson,24,ANA,D,6,0,1,1,-3,2,0.0,0,0,0,0,1,0,0,5,0.0,92,15:16,5,1,0,0,,larssja01
527,Johan Larsson,29,TOT,LW,43,7,14,21,-4,32,1.4,5,2,0,1,13,1,0,44,15.9,684,15:55,25,70,195,227,46.2,larssjo02
527,Johan Larsson,29,ARI,LW,29,6,9,15,-3,30,1.1,5,1,0,1,8,1,0,30,20.0,518,17:51,21,53,194,223,46.5,larssjo02
527,Johan Larsson,29,WSH,LW,14,1,5,6,-1,2,0.4,0,1,0,0,5,0,0,14,7.1,166,11:53,4,17,1,4,20.0,larssjo02
528,Scott Laughton,27,PHI,C,67,11,19,30,-9,35,2.1,9,0,2,1,18,1,0,110,10.0,1100,16:25,47,151,395,379,51.0,laughsc01
529,Jeremy Lauzon,24,TOT,D,66,2,5,7,-6,81,1.6,2,0,0,0,5,0,0,75,2.7,1166,17:40,63,224,0,0,,lauzoje01
529,Jeremy Lauzon,24,SEA,D,53,1,5,6,-9,67,1.0,1,0,0,0,5,0,0,58,1.7,944,17:49,49,176,0,0,,lauzoje01
529,Jeremy Lauzon,24,NSH,D,13,1,0,1,3,14,0.6,1,0,0,0,0,0,0,17,5.9,222,17:06,14,48,0,0,,lauzoje01
530,Curtis Lazar,26,BOS,C,70,8,8,16,-2,16,1.0,8,0,0,0,7,0,1,95,8.4,840,12:00,51,186,136,142,48.9,lazarcu01
531,Brett Leason,22,WSH,RW,36,3,3,6,1,4,0.4,3,0,0,0,3,0,0,45,6.7,322,8:57,14,16,3,5,37.5,leasobr01
532,Nick Leddy,30,TOT,D,75,3,21,24,-30,22,1.7,3,0,0,0,15,6,0,71,4.2,1606,21:25,67,37,0,0,,leddyni01
532,Nick Leddy,30,DET,D,55,1,15,16,-33,16,0.4,1,0,0,0,10,5,0,52,1.9,1185,21:33,49,31,0,0,,leddyni01
532,Nick Leddy,30,STL,D,20,2,6,8,3,6,1.4,2,0,0,0,5,1,0,19,10.5,421,21:03,18,6,0,0,,leddyni01
533,Anders Lee,31,NYI,LW,76,28,18,46,-11,34,5.1,19,9,0,3,14,4,0,159,17.6,1264,16:38,30,94,65,69,48.5,leean01
534,Artturi Lehkonen,26,TOT,LW,74,19,19,38,1,22,3.7,15,2,2,2,18,1,0,155,12.3,1117,15:06,39,82,8,21,27.6,lehkoar01
534,Artturi Lehkonen,26,MTL,LW,58,13,16,29,0,14,2.7,10,1,2,1,16,0,0,110,11.8,854,14:44,26,60,8,15,34.8,lehkoar01
534,Artturi Lehkonen,26,COL,LW,16,6,3,9,1,8,1.0,5,1,0,1,2,1,0,45,13.3,263,16:26,13,22,0,6,0.0,lehkoar01
535,Josh Leivo,28,CAR,LW,7,1,2,3,1,2,0.3,1,0,0,0,2,0,0,10,10.0,65,9:14,1,4,0,0,,leivojo01
536,Brendan Lemieux,25,LAK,LW,50,8,5,13,1,97,1.3,8,0,0,2,5,0,0,65,12.3,537,10:45,17,122,11,13,45.8,lemiebr01
537,John Leonard,23,SJS,LW,14,1,1,2,-5,0,-0.1,1,0,0,0,0,1,0,25,4.0,158,11:17,8,13,1,1,50.0,leonajo01
538,Jake Leschyshyn,22,VEG,C,41,2,4,6,-2,8,-0.1,2,0,0,0,4,0,0,35,5.7,463,11:18,23,45,122,143,46.0,leschja01
539,Kris Letang,34,PIT,D,78,10,58,68,20,49,10.6,8,2,0,3,38,20,0,214,4.7,2011,25:47,122,171,0,0,,letankr01
540,Vinni Lettieri,26,ANA,C,31,5,5,10,-8,6,0.6,3,2,0,0,2,3,0,50,10.0,388,12:31,17,40,12,11,52.2,lettivi01
541,Tyler Lewington,27,BOS,D,2,0,0,0,-1,7,0.0,0,0,0,0,0,0,0,2,0.0,25,12:27,2,1,0,0,,lewinty01
542,Trevor Lewis,35,CGY,C,80,6,10,16,-1,12,0.3,5,0,1,1,9,1,0,108,5.6,1027,12:50,40,176,77,105,42.3,lewistr01
543,Timothy Liljegren,22,TOR,D,61,5,18,23,15,14,4.2,4,1,0,0,17,1,0,79,6.3,1000,16:24,60,87,0,0,,liljeti01
544,Kole Lind,23,SEA,RW,23,2,6,8,-1,12,0.5,2,0,0,0,6,0,0,31,6.5,272,11:50,10,18,6,11,35.3,lindko01
545,Oskar Lindblom,25,PHI,LW,79,12,14,26,-11,22,1.7,12,0,0,1,13,1,0,127,9.4,1090,13:48,48,83,8,14,36.4,lindbos01
546,Petteri Lindbohm,28,FLA,D,9,0,1,1,0,5,0.1,0,0,0,0,1,0,0,9,0.0,127,14:03,8,25,0,0,,lindbpe02
547,Esa Lindell,27,DAL,D,76,4,21,25,4,12,5.5,3,0,1,0,16,3,2,136,2.9,1675,22:03,148,111,0,1,0.0,lindees01
548,Ryan Lindgren,23,NYR,D,78,4,11,15,18,48,5.1,4,0,0,1,11,0,0,73,5.5,1568,20:06,141,129,0,0,,lindgry01
549,Elias Lindholm,27,CGY,C,82,42,40,82,61,22,11.4,31,10,1,9,30,9,1,235,17.9,1635,19:57,52,66,842,750,52.9,lindhel01
550,Hampus Lindholm,28,TOT,D,71,5,22,27,10,46,5.8,4,1,0,1,17,4,1,142,3.5,1598,22:30,92,70,0,0,,lindhha01
550,Hampus Lindholm,28,ANA,D,61,5,17,22,0,42,4.3,4,1,0,1,13,3,1,119,4.2,1375,22:32,77,55,0,0,,lindhha01
550,Hampus Lindholm,28,BOS,D,10,0,5,5,10,4,1.5,0,0,0,0,4,1,0,23,0.0,223,22:17,15,15,0,0,,lindhha01
551,Gustav Lindstrom,23,DET,D,63,1,12,13,-12,22,1.5,1,0,0,0,12,0,0,41,2.4,1015,16:07,77,59,0,0,,lindsgu01
552,Blake Lizotte,24,LAK,C,70,10,14,24,15,28,2.6,9,0,1,2,12,0,2,91,11.0,851,12:10,12,74,313,294,51.6,lizotbl01
553,Jon Lizotte,27,MIN,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,15,14:43,4,3,0,0,,lizotjo01
554,William Lockwood,23,VAN,RW,13,0,0,0,-3,9,-0.3,0,0,0,0,0,0,0,13,0.0,147,11:20,9,49,0,0,,lockwwi01
555,Viktor Lodin,22,OTT,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,10,10:25,0,0,0,0,,lodinvi01
556,Ryan Lomberg,27,FLA,LW,55,9,9,18,4,92,1.4,9,0,0,1,8,0,1,91,9.9,627,11:24,7,117,1,6,14.3,lombery01
557,Steven Lorentz,25,CAR,C,67,8,5,13,0,8,0.8,8,0,0,1,5,0,0,80,10.0,730,10:53,13,67,51,61,45.5,lorenst01
558,Adam Lowry,28,WPG,LW,79,13,8,21,1,59,1.3,10,0,3,0,4,2,2,115,11.3,1223,15:29,43,231,564,500,53.0,lowryad01
559,Milan Lucic,33,CGY,LW,82,10,11,21,-9,84,0.9,8,2,0,0,10,1,0,95,10.5,1005,12:15,22,209,19,15,55.9,lucicmi01
560,Matt Luff,24,NSH,RW,23,3,3,6,3,4,0.6,3,0,0,1,3,0,0,26,11.5,216,9:24,4,29,2,0,100.0,luffma01
561,Anton Lundell,20,FLA,C,65,18,26,44,33,18,5.0,16,1,1,4,20,3,3,125,14.4,1023,15:44,56,26,334,414,44.7,lundean01
562,Isac Lundestrom,22,ANA,C,80,16,13,29,-3,8,2.4,12,0,4,3,13,0,0,83,19.3,1239,15:29,55,38,391,488,44.5,lundeis01
563,Nils Lundkvist,21,NYR,D,25,1,3,4,4,0,1.2,0,1,0,0,2,1,0,32,3.1,348,13:56,15,15,0,0,,lundkni01
564,Eetu Luostarinen,23,FLA,C,78,9,17,26,1,12,1.2,7,0,2,4,15,1,1,84,10.7,1048,13:26,46,103,321,481,40.0,luostee01
565,Ilya Lyubushkin,27,TOT,D,77,2,13,15,-2,51,2.6,2,0,0,0,12,0,1,54,3.7,1344,17:27,92,187,0,0,,lyubuil01
565,Ilya Lyubushkin,27,ARI,D,46,0,9,9,-6,26,1.3,0,0,0,0,8,0,1,33,0.0,834,18:07,60,94,0,0,,lyubuil01
565,Ilya Lyubushkin,27,TOR,D,31,2,4,6,4,25,1.3,2,0,0,0,4,0,0,21,9.5,511,16:28,32,93,0,0,,lyubuil01
566,Olli Maatta,27,LAK,D,66,1,7,8,17,10,3.4,1,0,0,0,7,0,0,61,1.6,1207,18:17,94,67,0,0,,maattol01
567,Matias Maccelli,21,ARI,LW,23,1,5,6,-10,4,-0.2,1,0,0,0,4,1,0,21,4.8,327,14:12,8,12,2,0,100.0,maccema01
568,Kurtis MacDermid,27,COL,D,58,2,3,5,1,89,0.9,2,0,0,0,3,0,0,46,4.3,429,7:24,22,105,0,0,,macdeku01
569,Jacob MacDonald,28,COL,D,8,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,17,0.0,81,10:06,3,9,0,0,,macdoja02
570,Mackenzie MacEachern,27,STL,LW,14,0,2,2,-1,4,-0.1,0,0,0,0,2,0,0,14,0.0,112,7:58,1,19,0,0,,maceama01
571,Zack MacEwen,25,PHI,C,75,3,6,9,-15,110,-0.5,3,0,0,1,6,0,0,82,3.7,725,9:40,32,159,16,19,45.7,macewza01
572,Ryan MacInnis,25,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,10,10:00,0,0,0,0,,macinry01
573,Connor Mackey,25,CGY,D,3,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,4,0.0,41,13:35,1,4,0,0,,mackeco01
574,Nathan MacKinnon,26,COL,C,65,32,56,88,22,42,9.7,25,7,0,5,36,20,0,299,10.7,1369,21:04,39,68,383,461,45.4,mackina01
575,Josh Mahura,23,ANA,D,38,3,4,7,-14,12,0.6,3,0,0,0,4,0,0,36,8.3,534,14:04,51,63,0,0,,mahurjo01
576,Cale Makar,23,COL,D,77,28,58,86,48,26,15.3,19,9,0,6,33,25,0,240,11.7,1976,25:40,110,95,0,0,,makarca01
577,Beck Malenstyn,23,WSH,LW,12,1,0,1,2,9,0.1,1,0,0,0,0,0,0,10,10.0,109,9:03,7,34,1,6,14.3,malenbe01
578,Evgeni Malkin,35,PIT,C,41,20,22,42,-10,24,4.3,11,9,0,5,11,11,0,129,15.5,752,18:20,18,21,164,212,43.6,malkiev01
579,Brad Malone,32,EDM,C,8,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,7,14.3,66,8:17,1,22,13,14,48.1,malonbr01
580,Jeff Malott,25,WPG,F,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,4,4:06,0,3,0,0,,malotje01
581,Mikhail Maltsev,23,COL,LW,18,0,0,0,-5,2,-0.5,0,0,0,0,0,0,0,23,0.0,145,8:04,2,31,44,32,57.9,maltsmi01
582,Maxim Mamin,27,FLA,C,40,7,7,14,8,13,1.3,7,0,0,0,7,0,0,49,14.3,476,11:54,17,59,0,2,0.0,maminma01
583,Andrew Mangiapane,25,CGY,LW,82,35,20,55,20,38,7.2,25,8,2,8,16,3,1,185,18.9,1290,15:44,32,73,21,34,38.2,mangian01
584,Josh Manson,30,TOT,D,67,6,10,16,-11,65,2.6,6,0,0,0,10,0,0,92,6.5,1272,18:59,70,179,0,0,,mansojo01
584,Josh Manson,30,ANA,D,45,4,5,9,0,53,2.4,4,0,0,0,5,0,0,61,6.6,889,19:45,45,116,0,0,,mansojo01
584,Josh Manson,30,COL,D,22,2,5,7,-11,12,0.2,2,0,0,0,5,0,0,31,6.5,383,17:24,25,63,0,0,,mansojo01
585,Anthony Mantha,27,WSH,RW,37,9,14,23,4,14,2.3,9,0,0,0,12,2,0,82,11.0,561,15:10,18,46,3,1,75.0,manthan01
586,Brad Marchand,33,BOS,LW,70,32,48,80,16,97,9.3,23,7,2,6,28,20,0,242,13.2,1347,19:15,20,78,14,27,34.1,marchbr03
587,Jonathan Marchessault,31,VEG,C,76,30,36,66,3,36,7.2,25,5,0,4,21,15,0,251,12.0,1335,17:34,17,61,43,57,43.0,audymjo01
588,Mason Marchment,26,FLA,F,54,18,29,47,29,53,5.7,17,1,0,2,28,1,0,121,14.9,762,14:07,9,114,11,29,27.5,marchma01
589,John Marino,24,PIT,D,81,1,24,25,1,23,4.0,1,0,0,0,20,2,2,90,1.1,1672,20:38,88,73,0,0,,marinjo01
590,Mitch Marner,24,TOR,RW,72,35,62,97,23,16,10.7,26,6,3,5,42,19,1,224,15.6,1504,20:53,31,75,10,8,55.6,marnemi01
591,Cooper Marody,25,EDM,C,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,6,6:04,0,0,0,0,,marodco01
592,Pat Maroon,33,TBL,LW,81,11,16,27,20,134,2.6,8,3,0,0,13,3,0,102,10.8,1004,12:24,11,160,15,15,50.0,maroopa01
593,Matt Martin,32,NYI,LW,71,3,4,7,-2,70,-0.2,3,0,0,0,4,0,0,66,4.5,812,11:26,26,235,8,11,42.1,martima02
594,Alec Martinez,34,VEG,D,26,3,5,8,6,4,1.9,3,0,0,0,5,0,0,32,9.4,508,19:32,68,26,0,0,,martial01
595,Jordan Martinook,29,CAR,LW,59,6,9,15,1,22,1.0,6,0,0,2,9,0,0,77,7.8,661,11:12,11,83,23,28,45.1,martijo01
596,Mike Matheson,27,PIT,D,74,11,20,31,12,33,6.1,11,0,0,5,18,2,0,140,7.9,1391,18:48,81,97,0,0,,mathemi01
597,Stefan Matteau,27,COL,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,4,3:39,0,0,0,0,,mattest02
598,Auston Matthews,24,TOR,C,73,60,46,106,20,18,13.8,44,16,0,10,33,13,0,348,17.2,1504,20:37,62,67,691,538,56.2,matthau01
599,Scott Mayfield,29,NYI,D,61,3,15,18,-5,55,3.3,3,0,0,2,14,0,1,80,3.8,1206,19:46,109,77,0,0,,mayfisc01
600,Gerald Mayhew,29,TOT,F,40,11,1,12,-6,18,1.2,10,1,0,0,1,0,0,53,20.8,527,13:11,26,58,3,7,30.0,mayhege01
600,Gerald Mayhew,29,PHI,F,25,6,0,6,-5,10,0.5,5,1,0,0,0,0,0,31,19.4,304,12:09,17,37,2,3,40.0,mayhege01
